0.0252,0.0064875,0.0065,0.03099,0.02595,0.0267,0.0066875,0.0160575,0.0,0.0200625,0.0,0.0,0.02066,0.0160575,0.005365,0.02015
0.0315,0.02595,0.0065,0.005165,0.012975,0.046725,0.013375,0.032115,0.0065,0.013375,0.0067,0.0,0.01033,0.02141,0.0,0.00806
0.0189,0.0064875,0.0325,0.025825,0.0064875,0.006675,0.0200625,0.0053525,0.039,0.02675,0.0201,0.0,0.02066,0.0053525,0.005365,0.00403
0.0189,0.0064875,0.0195,0.03099,0.0064875,0.01335,0.0,0.02141,0.026,0.0066875,0.0067,0.0,0.025825,0.010705,0.01073,0.02015
0.0063,0.0064875,0.013,0.025825,0.0,0.006675,0.0200625,0.010705,0.0195,0.0066875,0.0268,0.016095,0.025825,0.010705,0.016095,0.01612
0.0189,0.02595,0.013,0.005165,0.012975,0.033375,0.0200625,0.02141,0.0065,0.0200625,0.0134,0.0,0.02066,0.0053525,0.0,0.02015
0.0126,0.0194625,0.0195,0.015495,0.0194625,0.01335,0.0066875,0.02141,0.026,0.0200625,0.0268,0.0,0.01033,0.010705,0.016095,0.00403
0.0189,0.0194625,0.0195,0.005165,0.038925,0.006675,0.0,0.032115,0.0,0.02675,0.0134,0.0,0.01033,0.0267625,0.005365,0.01209
0.0252,0.0194625,0.013,0.01033,0.0064875,0.046725,0.0200625,0.02141,0.013,0.0200625,0.0067,0.0,0.02066,0.0053525,0.0,0.01209
0.0252,0.0064875,0.026,0.015495,0.0194625,0.01335,0.013375,0.02141,0.0,0.040125,0.0134,0.0,0.03099,0.010705,0.0,0.00403
0.0315,0.012975,0.013,0.015495,0.0064875,0.020025,0.013375,0.0267625,0.013,0.0334375,0.0,0.0,0.02066,0.0053525,0.016095,0.00806
0.0189,0.012975,0.0065,0.015495,0.012975,0.01335,0.0200625,0.02141,0.013,0.02675,0.0201,0.0,0.01033,0.0160575,0.01073,0.01612
0.0504,0.0194625,0.026,0.01033,0.0454125,0.0,0.0,0.010705,0.0065,0.0200625,0.0,0.01073,0.005165,0.010705,0.01073,0.01209
0.0252,0.012975,0.0195,0.02066,0.02595,0.01335,0.013375,0.010705,0.0195,0.013375,0.0,0.0,0.015495,0.02141,0.0,0.02015
0.0378,0.012975,0.013,0.02066,0.02595,0.04005,0.0200625,0.0053525,0.0065,0.040125,0.0067,0.0,0.01033,0.0,0.01073,0.0
0.0126,0.0064875,0.013,0.036155,0.012975,0.0267,0.0,0.02141,0.0065,0.0200625,0.0067,0.0,0.036155,0.010705,0.005365,0.01209
0.0378,0.0324375,0.0065,0.025825,0.0194625,0.0267,0.0,0.0160575,0.0065,0.013375,0.0,0.0,0.03099,0.0,0.01073,0.00806
0.0063,0.0,0.026,0.02066,0.0194625,0.020025,0.0066875,0.02141,0.0065,0.0200625,0.0067,0.01073,0.025825,0.0267625,0.0,0.01209
0.0063,0.0064875,0.013,0.02066,0.0064875,0.0267,0.013375,0.0267625,0.0065,0.0200625,0.0,0.005365,0.025825,0.0160575,0.005365,0.02418
0.0063,0.012975,0.013,0.0,0.0,0.020025,0.0468125,0.0053525,0.0195,0.02675,0.0134,0.016095,0.005165,0.010705,0.005365,0.03224
0.0378,0.0,0.013,0.015495,0.0064875,0.060075,0.0,0.02141,0.0,0.013375,0.0,0.0,0.02066,0.010705,0.005365,0.02418
0.0189,0.0194625,0.013,0.005165,0.0194625,0.0534,0.013375,0.032115,0.0,0.0200625,0.0134,0.0,0.015495,0.02141,0.0,0.0
0.0126,0.0064875,0.026,0.01033,0.02595,0.0,0.0200625,0.010705,0.013,0.0334375,0.0402,0.01073,0.005165,0.0160575,0.01073,0.00403
0.0189,0.0194625,0.0195,0.01033,0.012975,0.0,0.0066875,0.02141,0.013,0.02675,0.0335,0.005365,0.02066,0.0,0.016095,0.01209
0.0126,0.0194625,0.026,0.01033,0.012975,0.0267,0.013375,0.02141,0.026,0.0066875,0.0134,0.0,0.01033,0.02141,0.0,0.01612
0.0,0.012975,0.0195,0.02066,0.012975,0.020025,0.013375,0.02141,0.013,0.0200625,0.0067,0.005365,0.025825,0.0160575,0.005365,0.01612
0.0756,0.012975,0.013,0.025825,0.02595,0.046725,0.0,0.0,0.0065,0.0066875,0.0,0.0,0.02066,0.0053525,0.0,0.00403
0.0189,0.012975,0.0065,0.025825,0.02595,0.01335,0.0200625,0.0053525,0.0065,0.0334375,0.0067,0.005365,0.015495,0.0053525,0.016095,0.01612
0.0378,0.0324375,0.0065,0.02066,0.0194625,0.01335,0.013375,0.0160575,0.013,0.013375,0.0,0.0,0.03099,0.0053525,0.005365,0.00806
0.0504,0.0064875,0.026,0.03099,0.0,0.006675,0.0066875,0.010705,0.026,0.013375,0.0134,0.0,0.03099,0.0,0.005365,0.00806
0.0189,0.0064875,0.013,0.02066,0.0064875,0.01335,0.0066875,0.010705,0.0065,0.013375,0.0134,0.0,0.03099,0.0053525,0.0,0.04836
0.0378,0.0194625,0.0065,0.015495,0.038925,0.073425,0.0066875,0.0053525,0.0,0.013375,0.0,0.0,0.01033,0.010705,0.0,0.00806
0.0693,0.0194625,0.013,0.015495,0.0194625,0.006675,0.013375,0.0053525,0.0195,0.013375,0.0067,0.0,0.015495,0.0053525,0.005365,0.01209
0.0315,0.0064875,0.026,0.02066,0.012975,0.0,0.013375,0.0053525,0.0325,0.0200625,0.0402,0.0,0.015495,0.0053525,0.005365,0.00806
0.0378,0.0064875,0.0195,0.02066,0.02595,0.0,0.0066875,0.010705,0.013,0.02675,0.0134,0.0,0.015495,0.0053525,0.01073,0.02015
0.0189,0.0194625,0.0195,0.01033,0.0324375,0.033375,0.0066875,0.02141,0.0065,0.0334375,0.0067,0.0,0.01033,0.0053525,0.01073,0.00806
0.0252,0.012975,0.026,0.02066,0.0064875,0.01335,0.0200625,0.0160575,0.0325,0.0066875,0.0134,0.0,0.015495,0.02141,0.0,0.00806
0.0189,0.012975,0.013,0.01033,0.012975,0.006675,0.02675,0.02141,0.0195,0.02675,0.0335,0.0,0.005165,0.0160575,0.005365,0.01209
0.0189,0.02595,0.0065,0.01033,0.038925,0.020025,0.013375,0.0160575,0.0065,0.02675,0.0335,0.0,0.0,0.0160575,0.01073,0.00403
0.0378,0.012975,0.026,0.02066,0.0064875,0.0267,0.013375,0.0053525,0.039,0.013375,0.0268,0.0,0.01033,0.0,0.01073,0.0
0.1008,0.012975,0.026,0.0,0.012975,0.020025,0.0066875,0.0160575,0.026,0.013375,0.0067,0.0,0.0,0.0053525,0.005365,0.0
0.0315,0.012975,0.0065,0.015495,0.0064875,0.033375,0.02675,0.010705,0.0195,0.013375,0.0201,0.01073,0.01033,0.010705,0.01073,0.00403
0.0,0.0064875,0.026,0.02066,0.02595,0.006675,0.0200625,0.010705,0.0195,0.0334375,0.0,0.01073,0.01033,0.0160575,0.016095,0.01209
0.0441,0.0194625,0.013,0.02066,0.038925,0.033375,0.0066875,0.0,0.0065,0.0066875,0.0,0.005365,0.015495,0.010705,0.0,0.01612
0.0252,0.012975,0.013,0.025825,0.012975,0.01335,0.013375,0.010705,0.0195,0.0066875,0.0067,0.0,0.02066,0.010705,0.0,0.03224
0.0441,0.0,0.0325,0.02066,0.0,0.006675,0.0,0.0160575,0.0195,0.0200625,0.0134,0.01073,0.025825,0.0,0.016095,0.00806
0.0189,0.012975,0.0065,0.025825,0.0324375,0.01335,0.013375,0.0053525,0.0065,0.0200625,0.0134,0.0,0.015495,0.0160575,0.005365,0.02418
0.0252,0.0064875,0.026,0.015495,0.012975,0.01335,0.0066875,0.0267625,0.0065,0.0334375,0.0067,0.005365,0.02066,0.010705,0.01073,0.00806
0.0378,0.0194625,0.013,0.01033,0.0194625,0.01335,0.0200625,0.0160575,0.0,0.0334375,0.0067,0.005365,0.02066,0.0053525,0.005365,0.01209
0.0126,0.0064875,0.013,0.025825,0.0064875,0.100125,0.013375,0.0053525,0.013,0.013375,0.0,0.0,0.03099,0.0,0.0,0.00403
0.0126,0.0064875,0.026,0.005165,0.012975,0.006675,0.013375,0.0160575,0.026,0.02675,0.0201,0.01073,0.005165,0.010705,0.016095,0.02015
0.0252,0.0324375,0.013,0.0,0.02595,0.04005,0.0,0.0374675,0.013,0.0200625,0.0,0.0,0.01033,0.0160575,0.01073,0.0
0.0126,0.012975,0.013,0.01033,0.012975,0.0267,0.0066875,0.010705,0.013,0.013375,0.0268,0.005365,0.01033,0.010705,0.01073,0.03224
0.0504,0.0064875,0.013,0.03099,0.012975,0.006675,0.0066875,0.010705,0.013,0.02675,0.0,0.005365,0.03099,0.0,0.016095,0.00403
0.0189,0.012975,0.039,0.005165,0.0194625,0.006675,0.013375,0.010705,0.026,0.0334375,0.0268,0.005365,0.01033,0.0,0.01073,0.00806
0.0441,0.02595,0.013,0.01033,0.0194625,0.006675,0.013375,0.0160575,0.026,0.0066875,0.0134,0.005365,0.01033,0.0160575,0.01073,0.00403
0.0189,0.0194625,0.0065,0.036155,0.012975,0.020025,0.0066875,0.0160575,0.013,0.0066875,0.0,0.0,0.036155,0.010705,0.005365,0.01612
0.0126,0.02595,0.0195,0.015495,0.0194625,0.0267,0.0200625,0.0,0.026,0.013375,0.0335,0.01073,0.01033,0.0053525,0.01073,0.0
0.0504,0.0194625,0.0195,0.01033,0.02595,0.0267,0.0200625,0.0053525,0.026,0.013375,0.0,0.0,0.005165,0.010705,0.0,0.01209
0.0378,0.0064875,0.026,0.015495,0.012975,0.04005,0.0066875,0.010705,0.013,0.0200625,0.0268,0.0,0.015495,0.010705,0.0,0.00403
0.0189,0.0,0.039,0.005165,0.0064875,0.01335,0.0200625,0.0,0.039,0.013375,0.067,0.005365,0.0,0.010705,0.005365,0.00806
0.0,0.0194625,0.0195,0.005165,0.0194625,0.01335,0.013375,0.032115,0.013,0.02675,0.0,0.0,0.01033,0.02141,0.01073,0.02418
0.0315,0.0194625,0.0195,0.02066,0.02595,0.006675,0.013375,0.010705,0.026,0.02675,0.0067,0.0,0.01033,0.0053525,0.016095,0.00403
0.0063,0.0,0.0065,0.02066,0.0064875,0.0,0.013375,0.032115,0.0065,0.02675,0.0067,0.0,0.015495,0.0267625,0.01073,0.03627
0.0315,0.0194625,0.0065,0.005165,0.012975,0.046725,0.013375,0.0160575,0.013,0.013375,0.0134,0.0,0.005165,0.010705,0.005365,0.02418
0.0441,0.0324375,0.0195,0.005165,0.02595,0.0267,0.0200625,0.010705,0.026,0.013375,0.0134,0.0,0.005165,0.010705,0.0,0.0
0.0126,0.012975,0.026,0.015495,0.012975,0.01335,0.02675,0.010705,0.0325,0.02675,0.0201,0.005365,0.01033,0.010705,0.005365,0.00403
0.0126,0.0194625,0.0065,0.02066,0.0324375,0.033375,0.0200625,0.010705,0.0065,0.02675,0.0067,0.0,0.015495,0.010705,0.005365,0.01209
0.0252,0.0,0.0325,0.015495,0.0194625,0.0267,0.0066875,0.02141,0.013,0.02675,0.0067,0.005365,0.015495,0.0160575,0.005365,0.00403
0.0063,0.0064875,0.0195,0.01033,0.0,0.033375,0.0200625,0.0160575,0.013,0.013375,0.0268,0.02146,0.02066,0.010705,0.016095,0.00403
0.0126,0.0064875,0.013,0.0,0.0064875,0.0267,0.02675,0.0160575,0.013,0.040125,0.0402,0.0,0.0,0.010705,0.01073,0.02015
0.0,0.0,0.0065,0.01033,0.0,0.01335,0.0334375,0.0160575,0.0065,0.0601875,0.0268,0.016095,0.01033,0.0,0.03219,0.00806
0.0126,0.02595,0.0065,0.02066,0.02595,0.0267,0.0066875,0.02141,0.013,0.013375,0.0067,0.0,0.015495,0.0160575,0.01073,0.01209
0.0441,0.0194625,0.013,0.015495,0.038925,0.0267,0.0,0.010705,0.0065,0.0200625,0.0,0.0,0.01033,0.010705,0.01073,0.01209
0.0756,0.0,0.0195,0.015495,0.0064875,0.0267,0.0066875,0.0160575,0.013,0.013375,0.0,0.0,0.015495,0.010705,0.0,0.01612
0.0189,0.012975,0.0195,0.01033,0.02595,0.060075,0.013375,0.010705,0.0065,0.040125,0.0067,0.005365,0.005165,0.0,0.016095,0.0
0.0252,0.0,0.0325,0.005165,0.012975,0.020025,0.0334375,0.0160575,0.013,0.0535,0.0067,0.005365,0.01033,0.0053525,0.005365,0.00403
0.0063,0.0,0.026,0.01033,0.0064875,0.033375,0.0200625,0.02141,0.0195,0.040125,0.0335,0.0,0.005165,0.010705,0.016095,0.0
0.0189,0.0194625,0.0325,0.0,0.012975,0.04005,0.0200625,0.010705,0.026,0.02675,0.0268,0.0,0.01033,0.0053525,0.0,0.00403
0.0378,0.0,0.013,0.036155,0.012975,0.0,0.0,0.010705,0.0065,0.013375,0.0067,0.005365,0.03099,0.0160575,0.01073,0.02015
0.0189,0.02595,0.039,0.005165,0.02595,0.0,0.0066875,0.0053525,0.0195,0.013375,0.0067,0.02146,0.02066,0.0053525,0.005365,0.01612
0.0126,0.0,0.013,0.01033,0.012975,0.0267,0.02675,0.02141,0.0065,0.0468125,0.0201,0.0,0.005165,0.0160575,0.01073,0.01209
0.0252,0.0064875,0.0195,0.02066,0.0194625,0.0,0.013375,0.0053525,0.013,0.013375,0.0201,0.01073,0.015495,0.010705,0.01073,0.02418
0.0126,0.012975,0.013,0.005165,0.012975,0.0801,0.0334375,0.0053525,0.0065,0.040125,0.0268,0.0,0.005165,0.0,0.0,0.00403
0.0315,0.0064875,0.0325,0.01033,0.0194625,0.006675,0.0066875,0.02141,0.0065,0.013375,0.0067,0.016095,0.02066,0.0267625,0.0,0.00806
0.0189,0.012975,0.013,0.025825,0.0064875,0.0267,0.0200625,0.0160575,0.013,0.0334375,0.0067,0.0,0.025825,0.0053525,0.01073,0.00403
0.0504,0.0,0.0325,0.015495,0.012975,0.0267,0.013375,0.0,0.0325,0.0200625,0.0134,0.005365,0.005165,0.0,0.01073,0.00806
0.0252,0.0194625,0.0325,0.015495,0.0194625,0.0,0.0066875,0.0160575,0.026,0.0200625,0.0134,0.0,0.015495,0.0053525,0.005365,0.01612
0.0189,0.0064875,0.013,0.02066,0.0064875,0.020025,0.013375,0.010705,0.0195,0.0066875,0.0268,0.016095,0.02066,0.0160575,0.01073,0.00806
0.0126,0.0,0.026,0.005165,0.0064875,0.0,0.013375,0.032115,0.0195,0.02675,0.0335,0.005365,0.005165,0.02141,0.016095,0.01209
0.0189,0.012975,0.013,0.02066,0.0194625,0.0267,0.013375,0.0160575,0.0195,0.013375,0.0268,0.0,0.01033,0.02141,0.005365,0.00403
0.0441,0.0064875,0.013,0.03099,0.0064875,0.01335,0.0066875,0.010705,0.013,0.013375,0.0134,0.0,0.03099,0.0053525,0.0,0.02015
0.0189,0.0194625,0.026,0.005165,0.02595,0.0267,0.013375,0.0160575,0.0065,0.02675,0.0201,0.005365,0.01033,0.010705,0.005365,0.00806
0.0315,0.0,0.0195,0.025825,0.0064875,0.0,0.0066875,0.0053525,0.026,0.0200625,0.0402,0.0,0.015495,0.0053525,0.01073,0.02015
0.0378,0.0194625,0.0065,0.005165,0.0064875,0.0267,0.0468125,0.0053525,0.013,0.040125,0.0335,0.0,0.01033,0.0,0.0,0.00403
0.0126,0.0064875,0.013,0.02066,0.0064875,0.01335,0.013375,0.02141,0.0195,0.0200625,0.0067,0.0,0.02066,0.0160575,0.01073,0.02418
0.0441,0.0064875,0.013,0.015495,0.0064875,0.0267,0.0,0.032115,0.0,0.013375,0.0067,0.0,0.025825,0.02141,0.005365,0.01209
0.0,0.0,0.013,0.02066,0.0064875,0.01335,0.0066875,0.02141,0.0065,0.02675,0.0268,0.016095,0.015495,0.010705,0.026825,0.01612
0.0315,0.012975,0.0065,0.03099,0.0064875,0.01335,0.0200625,0.0160575,0.013,0.013375,0.0201,0.0,0.03099,0.010705,0.005365,0.00403
0.0315,0.02595,0.026,0.01033,0.012975,0.006675,0.0200625,0.010705,0.026,0.02675,0.0201,0.005365,0.015495,0.0,0.01073,0.0
0.0,0.0194625,0.026,0.0,0.012975,0.0534,0.02675,0.02141,0.0195,0.0334375,0.0067,0.0,0.01033,0.010705,0.0,0.00806
0.0189,0.0,0.0455,0.01033,0.0064875,0.0,0.0066875,0.0160575,0.0455,0.0200625,0.0,0.005365,0.005165,0.0053525,0.016095,0.02821
0.0252,0.0194625,0.0065,0.01033,0.012975,0.020025,0.013375,0.0374675,0.0,0.02675,0.0,0.0,0.02066,0.02141,0.005365,0.01209
0.0126,0.012975,0.0195,0.015495,0.0194625,0.01335,0.013375,0.0053525,0.026,0.013375,0.0402,0.005365,0.005165,0.010705,0.005365,0.02015
0.0252,0.038925,0.013,0.005165,0.0194625,0.020025,0.0066875,0.032115,0.0,0.0200625,0.0067,0.005365,0.025825,0.0053525,0.005365,0.00806
0.0252,0.0194625,0.0065,0.015495,0.0324375,0.01335,0.0066875,0.0267625,0.0,0.0200625,0.0,0.0,0.015495,0.02141,0.005365,0.02015
0.0063,0.012975,0.0065,0.02066,0.012975,0.006675,0.0,0.0267625,0.0,0.0200625,0.0134,0.0,0.02066,0.010705,0.01073,0.04433
0.0315,0.012975,0.0195,0.015495,0.012975,0.01335,0.0066875,0.02141,0.026,0.0066875,0.0335,0.0,0.01033,0.02141,0.005365,0.00403
0.0567,0.0064875,0.0195,0.01033,0.0194625,0.0,0.0066875,0.0160575,0.0065,0.02675,0.0268,0.005365,0.01033,0.010705,0.005365,0.01209
0.0441,0.0,0.026,0.02066,0.0194625,0.006675,0.02675,0.010705,0.026,0.0334375,0.0,0.0,0.005165,0.02141,0.005365,0.0
0.0315,0.02595,0.0195,0.015495,0.012975,0.0,0.0200625,0.0053525,0.0325,0.013375,0.0134,0.005365,0.015495,0.0,0.016095,0.01209
0.0,0.0194625,0.0065,0.01033,0.0194625,0.033375,0.0,0.032115,0.013,0.013375,0.0268,0.0,0.005165,0.0267625,0.01073,0.01612
0.0189,0.012975,0.026,0.01033,0.038925,0.01335,0.013375,0.010705,0.0065,0.040125,0.0201,0.005365,0.005165,0.010705,0.005365,0.00806
0.0252,0.0194625,0.013,0.025825,0.012975,0.0267,0.0,0.02141,0.013,0.0066875,0.0,0.0,0.03099,0.010705,0.005365,0.01612
0.0252,0.0,0.026,0.025825,0.02595,0.04005,0.013375,0.0,0.026,0.0200625,0.0134,0.0,0.01033,0.0160575,0.0,0.00403
0.0315,0.0194625,0.013,0.005165,0.02595,0.0267,0.013375,0.0053525,0.0065,0.0066875,0.0067,0.026825,0.005165,0.02141,0.01073,0.01209
0.0504,0.012975,0.0455,0.01033,0.012975,0.01335,0.013375,0.0,0.0455,0.013375,0.0268,0.0,0.01033,0.0,0.0,0.0
0.0252,0.0194625,0.013,0.02066,0.012975,0.020025,0.0066875,0.0160575,0.0195,0.013375,0.0,0.0,0.02066,0.0053525,0.01073,0.02418
0.0252,0.0194625,0.0065,0.015495,0.02595,0.046725,0.0066875,0.0160575,0.0065,0.0066875,0.0,0.0,0.01033,0.02141,0.0,0.02418
0.0189,0.0324375,0.013,0.01033,0.02595,0.01335,0.0,0.032115,0.0195,0.0066875,0.0,0.0,0.015495,0.0160575,0.01073,0.01612
0.0252,0.0,0.0455,0.01033,0.0064875,0.0267,0.0200625,0.0,0.0325,0.02675,0.0536,0.0,0.01033,0.0,0.0,0.0
0.0252,0.0,0.0195,0.02066,0.0064875,0.0,0.013375,0.0,0.0195,0.013375,0.0335,0.026825,0.015495,0.0053525,0.026825,0.00806
0.0315,0.0324375,0.0065,0.02066,0.0194625,0.006675,0.0066875,0.0160575,0.0065,0.0066875,0.0,0.0,0.03099,0.010705,0.0,0.02821
0.0252,0.0194625,0.0195,0.025825,0.0064875,0.0,0.0066875,0.0267625,0.0195,0.0066875,0.0,0.0,0.04132,0.010705,0.0,0.01612
0.0,0.0064875,0.0325,0.005165,0.0,0.0,0.0200625,0.02141,0.0065,0.02675,0.0134,0.02146,0.03099,0.010705,0.005365,0.02418
0.0252,0.0194625,0.013,0.01033,0.0194625,0.0267,0.0200625,0.02141,0.0065,0.0334375,0.0134,0.0,0.01033,0.010705,0.005365,0.00806
0.0315,0.012975,0.013,0.01033,0.0194625,0.04005,0.0200625,0.02141,0.0065,0.02675,0.0,0.0,0.01033,0.0160575,0.005365,0.00806
0.0126,0.0194625,0.013,0.005165,0.0194625,0.033375,0.0200625,0.02141,0.0065,0.02675,0.0201,0.005365,0.01033,0.010705,0.01073,0.00806
0.0315,0.0194625,0.0195,0.015495,0.012975,0.0267,0.0,0.02141,0.013,0.013375,0.0,0.0,0.03099,0.0,0.005365,0.02015
0.0189,0.012975,0.013,0.01033,0.012975,0.0267,0.0200625,0.010705,0.0195,0.02675,0.0335,0.0,0.01033,0.0053525,0.005365,0.01612
0.0252,0.02595,0.0195,0.0,0.0064875,0.04005,0.02675,0.0160575,0.0325,0.013375,0.0268,0.0,0.005165,0.010705,0.0,0.00403
0.0315,0.038925,0.039,0.015495,0.02595,0.01335,0.0,0.010705,0.039,0.0066875,0.0,0.0,0.02066,0.0,0.005365,0.0
0.0126,0.012975,0.026,0.01033,0.0,0.020025,0.013375,0.0267625,0.0195,0.013375,0.0067,0.005365,0.02066,0.0160575,0.005365,0.02015
0.0126,0.0194625,0.026,0.01033,0.02595,0.0267,0.0200625,0.010705,0.0195,0.0334375,0.0134,0.0,0.01033,0.0,0.005365,0.01209
0.0252,0.012975,0.026,0.025825,0.0194625,0.006675,0.013375,0.0053525,0.0195,0.0200625,0.0268,0.0,0.025825,0.0053525,0.0,0.00806
0.0189,0.0064875,0.013,0.03099,0.012975,0.020025,0.0066875,0.0160575,0.013,0.013375,0.0134,0.0,0.025825,0.02141,0.005365,0.01209
0.0378,0.0194625,0.0065,0.015495,0.0194625,0.06675,0.0066875,0.010705,0.013,0.0200625,0.0067,0.0,0.005165,0.0053525,0.016095,0.0
0.0252,0.0,0.039,0.005165,0.0064875,0.01335,0.0200625,0.0160575,0.0325,0.0200625,0.0335,0.005365,0.005165,0.0160575,0.005365,0.00403
0.0315,0.0194625,0.013,0.01033,0.02595,0.0,0.02675,0.0160575,0.0,0.040125,0.0134,0.005365,0.015495,0.010705,0.005365,0.00806
0.0441,0.012975,0.013,0.02066,0.0064875,0.006675,0.0066875,0.0160575,0.013,0.013375,0.0134,0.0,0.025825,0.0053525,0.01073,0.02015
0.0126,0.0324375,0.013,0.005165,0.0324375,0.01335,0.013375,0.0160575,0.013,0.02675,0.0201,0.0,0.005165,0.0053525,0.01073,0.02015
0.0189,0.0064875,0.0325,0.015495,0.0064875,0.006675,0.0,0.0267625,0.026,0.0200625,0.0335,0.0,0.02066,0.010705,0.005365,0.00806
0.0378,0.0194625,0.026,0.01033,0.0,0.01335,0.0334375,0.010705,0.039,0.0200625,0.0201,0.0,0.015495,0.0053525,0.0,0.0
0.0126,0.0324375,0.013,0.01033,0.0194625,0.01335,0.02675,0.02141,0.0195,0.02675,0.0134,0.0,0.01033,0.0160575,0.005365,0.00403
0.0441,0.0194625,0.0065,0.01033,0.0194625,0.0534,0.0066875,0.0160575,0.0065,0.0200625,0.0134,0.0,0.01033,0.0053525,0.01073,0.00403
0.0315,0.0194625,0.013,0.005165,0.012975,0.060075,0.013375,0.02141,0.013,0.013375,0.0067,0.0,0.01033,0.02141,0.0,0.00403
0.0378,0.012975,0.0325,0.005165,0.02595,0.0,0.0066875,0.0160575,0.013,0.0200625,0.0402,0.005365,0.01033,0.010705,0.005365,0.00403
0.0252,0.012975,0.013,0.015495,0.0194625,0.033375,0.013375,0.02141,0.013,0.013375,0.0067,0.0,0.01033,0.02141,0.0,0.01612
0.0126,0.02595,0.013,0.01033,0.0324375,0.006675,0.0200625,0.0160575,0.013,0.02675,0.0268,0.0,0.005165,0.010705,0.01073,0.01209
0.063,0.02595,0.0065,0.025825,0.0324375,0.01335,0.0,0.0053525,0.0,0.0066875,0.0,0.0,0.025825,0.0053525,0.0,0.02015
0.0189,0.012975,0.013,0.02066,0.012975,0.0,0.0,0.010705,0.0065,0.0066875,0.0268,0.016095,0.03099,0.0,0.016095,0.02821
0.0441,0.02595,0.0195,0.01033,0.02595,0.0267,0.02675,0.0,0.0195,0.02675,0.0134,0.0,0.005165,0.0053525,0.0,0.00403
0.0189,0.0064875,0.0195,0.01033,0.0064875,0.0,0.0200625,0.0,0.013,0.0200625,0.0067,0.02146,0.015495,0.0,0.01073,0.04836
0.0126,0.038925,0.013,0.005165,0.0194625,0.0267,0.0200625,0.02141,0.0195,0.0200625,0.0,0.0,0.015495,0.0053525,0.005365,0.01612
0.0378,0.0064875,0.0195,0.015495,0.02595,0.0267,0.0066875,0.010705,0.0065,0.02675,0.0268,0.005365,0.015495,0.010705,0.005365,0.0
0.0189,0.0,0.026,0.005165,0.0064875,0.006675,0.0066875,0.02141,0.013,0.0334375,0.0402,0.005365,0.01033,0.010705,0.016095,0.01612
0.0504,0.012975,0.0195,0.01033,0.012975,0.020025,0.0066875,0.032115,0.0065,0.0200625,0.0067,0.0,0.02066,0.0160575,0.0,0.00403
0.0126,0.0,0.0195,0.01033,0.0064875,0.09345,0.0,0.02141,0.013,0.0200625,0.0134,0.0,0.015495,0.010705,0.01073,0.0
0.0378,0.0194625,0.0065,0.02066,0.0064875,0.006675,0.0200625,0.010705,0.026,0.0066875,0.0335,0.0,0.015495,0.010705,0.005365,0.01209
0.0126,0.0194625,0.0195,0.015495,0.0519,0.020025,0.013375,0.0053525,0.0,0.040125,0.0268,0.0,0.005165,0.0053525,0.01073,0.00403
0.0189,0.0,0.0325,0.0,0.012975,0.033375,0.013375,0.010705,0.0065,0.02675,0.0402,0.01073,0.01033,0.0053525,0.005365,0.01612
0.0315,0.0194625,0.013,0.01033,0.0064875,0.01335,0.0,0.02141,0.013,0.0066875,0.0134,0.0,0.015495,0.010705,0.005365,0.0403
0.0378,0.012975,0.026,0.015495,0.0064875,0.006675,0.013375,0.0160575,0.0195,0.0200625,0.0268,0.005365,0.02066,0.010705,0.005365,0.0
0.0126,0.012975,0.026,0.005165,0.0194625,0.020025,0.013375,0.0160575,0.0195,0.02675,0.0402,0.0,0.005165,0.0160575,0.005365,0.00806
0.0567,0.02595,0.0195,0.005165,0.0194625,0.020025,0.0334375,0.0,0.026,0.0334375,0.0134,0.0,0.005165,0.0,0.0,0.0
0.1008,0.0064875,0.0325,0.01033,0.0064875,0.020025,0.013375,0.0053525,0.039,0.0066875,0.0,0.0,0.0,0.010705,0.0,0.0
0.0504,0.0,0.026,0.036155,0.012975,0.006675,0.0,0.010705,0.0195,0.0200625,0.0,0.0,0.03099,0.0,0.01073,0.00806
0.0126,0.0,0.0065,0.01033,0.0064875,0.020025,0.0066875,0.032115,0.0,0.013375,0.0268,0.026825,0.01033,0.0374675,0.02146,0.0
0.0126,0.012975,0.026,0.015495,0.02595,0.020025,0.013375,0.010705,0.0065,0.0200625,0.0201,0.01073,0.025825,0.010705,0.0,0.00806
0.0252,0.0064875,0.026,0.025825,0.0194625,0.0,0.0200625,0.0053525,0.013,0.040125,0.0268,0.0,0.02066,0.0,0.01073,0.00403
0.0,0.012975,0.0325,0.02066,0.0194625,0.01335,0.013375,0.010705,0.0195,0.0200625,0.0201,0.005365,0.025825,0.0053525,0.005365,0.01209
0.0063,0.0194625,0.0065,0.015495,0.012975,0.04005,0.02675,0.0160575,0.013,0.02675,0.0134,0.0,0.01033,0.0160575,0.005365,0.01209
0.0126,0.02595,0.026,0.005165,0.02595,0.01335,0.0200625,0.0053525,0.026,0.013375,0.0469,0.01073,0.005165,0.010705,0.005365,0.0
0.0378,0.0064875,0.013,0.015495,0.0064875,0.073425,0.0200625,0.0,0.0065,0.0200625,0.0067,0.005365,0.02066,0.0,0.0,0.01209
0.0441,0.0064875,0.026,0.025825,0.012975,0.006675,0.0,0.010705,0.0195,0.013375,0.0134,0.0,0.025825,0.010705,0.0,0.01612
